comment_id,text,source,date,likes,shares,word_count,year,cleaned_text,corrected_text,tokens
comment_240,Plastic waste in rivers FLOWS to oceans https://bit.ly/3plasticfacts,Mail Online,2018-03-06,103,2,8,2018,plastic waste in rivers flows to oceans bit ly plasticfacts,plastic waste in rivers flows to oceans bit ly plasticfacts,"['plastic', 'wast', 'river', 'flow', 'ocean', 'bit', 'plasticfact']"
comment_241,Many countries have banned single-use plastic bags?!,BBC News,2017-01-19,162,23,7,2017,many countries have banned single use plastic bags,many countries have banned single use plastic bags,"['mani', 'countri', 'ban', 'singl', 'use', 'plastic', 'bag']"
comment_242,@DavidAttenborough Plastic awareness campaigns are effective,Guardian ,2018-09-26,275,117,6,2018,davidattenborough plastic awareness campaigns are effective,davidattenborough plastic awareness campaigns are effective,"['davidattenborough', 'plastic', 'awar', 'campaign', 'effect']"
comment_243,Plastic in fashion is a growing problem #plastikpollution??,Guardian ,2020-11-01,196,22,8,2020,plastic in fashion is a growing problem plastikpollution,plastic in fashion is a growing problem plastikpollution,"['plastic', 'fashion', 'grow', 'problem', 'plastikpollut']"
comment_244,Plastic problem requires global solution #recycling,Guardian ,2019-12-07,118,127,6,2019,plastic problem requires global solution recycling,plastic problem requires global solution recycling,"['plastic', 'problem', 'requir', 'global', 'solut', 'recycl']"
comment_245,Education ABOUT plastic waste is crucial,Mail Online,2019-03-02,297,70,6,2019,education about plastic waste is crucial,education about plastic waste is crucial,"['educ', 'plastic', 'wast', 'crucial']"
comment_246,We need better solutions for plastic waste management #sustainability,Guardian ,2023-09-27,253,78,9,2023,we need better solutions for plastic waste management sustainability,we need better solutions for plastic waste management sustainability,"['need', 'better', 'solut', 'plastic', 'wast', 'manag', 'sustain']"
comment_247,Biodegradable plastics are not perfect but better 😢,BBC News,2020-10-01,261,87,8,2020,biodegradable plastics are not perfect but better,biodegradable plastics are not perfect but better,"['biodegrad', 'plastic', 'perfect', 'better']"
comment_248,@UNEnvironment Plastic waste exports to otehr countries wrong ❤️ http://www.greenpeace.org/plastic,Guardian ,2020-07-26,311,8,10,2020,unenvironment plastic waste exports to otehr countries wrong http www greenpeace org plastic,unenvironment plastic waste exports to otehr countries wrong http www greenpeace org plastic,"['unenviron', 'plastic', 'wast', 'export', 'otehr', 'countri', 'wrong', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_249,Everyone has RESPONSIBILITY to reduce plastic...,Guardian ,2020-05-11,299,131,6,2020,everyone has responsibility to reduce plastic,everyone has responsibility to reduce plastic,"['everyon', 'respons', 'reduc', 'plastic']"
comment_250,@UNEnvironment Plastic in fashion is a growing problem 😢 #climatechange,Guardian ,2017-05-10,311,150,10,2017,unenvironment plastic in fashion is a growing problem climatechange,unenvironment plastic in fashion is a growing problem climatechange,"['unenviron', 'plastic', 'fashion', 'grow', 'problem', 'climatechang']"
comment_251,Single-use plastic should be banned completely #environment,Guardian ,2018-08-28,69,82,7,2018,single use plastic should be banned completely environment,single use plastic should be banned completely environment,"['singl', 'use', 'plastic', 'ban', 'complet', 'environ']"
comment_252,Community beach cleanups are very rewarding 😡,BBC News,2023-04-08,104,14,7,2023,community beach cleanups are very rewarding,community beach cleanups are very rewarding,"['commun', 'beach', 'cleanup', 'reward']"
comment_253,PLASTIC in fashion is a growing problem,BBC News,2022-03-25,104,51,7,2022,plastic in fashion is a growing problem,plastic in fashion is a growing problem,"['plastic', 'fashion', 'grow', 'problem']"
comment_254,Consumer choices can drive change in industry,Guardian ,2022-09-18,265,63,7,2022,consumer choices can drive change in industry,consumer choices can drive change in industry,"['consum', 'choic', 'drive', 'chang', 'industri']"
comment_255,@UNEnvironment RECYCLING is not working most plastic never gets recycled,Mail Online,2017-08-04,222,73,10,2017,unenvironment recycling is not working most plastic never gets recycled,unenvironment recycling is not working most plastic never gets recycled,"['unenviron', 'recycl', 'work', 'plastic', 'never', 'get', 'recycl']"
comment_256,Community beach cleanups are very rewarding 👎??,Mail Online,2021-12-22,95,54,7,2021,community beach cleanups are very rewarding,community beach cleanups are very rewarding,"['commun', 'beach', 'cleanup', 'reward']"
comment_257,We need better solutions for plastic waste management,Mail Online,2017-01-29,107,116,8,2017,we need better solutions for plastic waste management,we need better solutions for plastic waste management,"['need', 'better', 'solut', 'plastic', 'wast', 'manag']"
comment_258,@UNEnvironment Supermarkets use too much plastic packaging #zerowaste!?,BBC News,2022-06-17,211,125,8,2022,unenvironment supermarkets use too much plastic packaging zerowaste,unenvironment supermarkets use too much plastic packaging zerowaste,"['unenviron', 'supermarket', 'use', 'much', 'plastic', 'packag', 'zerowast']"
comment_259,Innovations in recycling technology give hope #climatechange HTTPS://BIT.LY/3PLASTICFACTS!?,Mail Online,2018-01-15,115,23,8,2018,innovations in recycling technology give hope climatechange https bit ly plasticfacts,innovations in recycling technology give hope climatechange https bit ly plasticfacts,"['innov', 'recycl', 'technolog', 'give', 'hope', 'climatechang', 'http', 'bit', 'plasticfact']"
comment_260,Everyone has responsibility to reduce plastic 💩 #recycling,Guardian ,2021-03-18,309,45,8,2021,everyone has responsibility to reduce plastic recycling,everyone has responsibility to reduce plastic recycling,"['everyon', 'respons', 'reduc', 'plastic', 'recycl']"
comment_261,International cooperation needed for plastic crisis,BBC News,2019-07-11,29,40,6,2019,international cooperation needed for plastic crisis,international cooperation needed for plastic crisis,"['intern', 'cooper', 'need', 'plastic', 'crisi']"
comment_262,Corporate responsibility for plastik is important,Guardian ,2022-02-05,2,47,6,2022,corporate responsibility for plastik is important,corporate responsibility for plastic is important,"['corpor', 'respons', 'plastic', 'import']"
comment_263,Single-use plastic should be banned completely #sustainability,Guardian ,2017-11-12,242,124,7,2017,single use plastic should be banned completely sustainability,single use plastic should be banned completely sustainability,"['singl', 'use', 'plastic', 'ban', 'complet', 'sustain']"
comment_264,Companies using recycled plastik deserve support 👍??,Guardian ,2022-05-27,221,21,7,2022,companies using recycled plastik deserve support,companies using recycled plastic deserve support,"['compani', 'use', 'recycl', 'plastic', 'deserv', 'support']"
comment_265,Plastic pollution costs billions in cleanup 🔥,BBC News,2023-08-04,227,41,7,2023,plastic pollution costs billions in cleanup,plastic pollution costs billions in cleanup,"['plastic', 'pollut', 'cost', 'billion', 'cleanup']"
comment_266,Reusable products are the future #savetheoceans,Mail Online,2022-06-27,216,30,6,2022,reusable products are the future savetheoceans,reusable products are the future savetheoceans,"['reusabl', 'product', 'futur', 'savetheocean']"
comment_267,Plastic pollution is preventable with effort,BBC News,2018-06-01,339,11,6,2018,plastic pollution is preventable with effort,plastic pollution is preventable with effort,"['plastic', 'pollut', 'prevent', 'effort']"
comment_268,@BBCEnvironment Innovations in RECYCLING technology give hope ❤️ #climatechange,BBC News,2022-11-13,280,21,9,2022,bbcenvironment innovations in recycling technology give hope climatechange,bbcenvironment innovations in recycling technology give hope climatechange,"['bbcenviron', 'innov', 'recycl', 'technolog', 'give', 'hope', 'climatechang']"
comment_269,Recycling is not working most plastic never GETS recycled!!!,Mail Online,2020-06-20,333,38,9,2020,recycling is not working most plastic never gets recycled,recycling is not working most plastic never gets recycled,"['recycl', 'work', 'plastic', 'never', 'get', 'recycl']"
comment_270,@GreenPeace Plastic waste exports to other countries wrong,BBC News,2020-04-10,100,4,8,2020,greenpeace plastic waste exports to other countries wrong,greenpeace plastic waste exports to other countries wrong,"['greenpeac', 'plastic', 'wast', 'export', 'countri', 'wrong']"
comment_271,Great to see biodegradable alternatives becoming available!?,Guardian ,2022-05-15,82,121,7,2022,great to see biodegradable alternatives becoming available,great to see biodegradable alternatives becoming available,"['great', 'see', 'biodegrad', 'altern', 'becom', 'avail']"
comment_272,Reusable products are the future,BBC News,2021-12-07,143,8,5,2021,reusable products are the future,reusable products are the future,"['reusabl', 'product', 'futur']"
comment_273,CORPORATE responsibility for plastic is important,BBC News,2020-04-07,157,93,6,2020,corporate responsibility for plastic is important,corporate responsibility for plastic is important,"['corpor', 'respons', 'plastic', 'import']"
comment_274,Supermarkets use too much plastic packaging!!!,Guardian ,2020-03-21,203,103,6,2020,supermarkets use too much plastic packaging,supermarkets use too much plastic packaging,"['supermarket', 'use', 'much', 'plastic', 'packag']"
comment_275,@BBCEnvironment Supermarkets use too much plastic packaging ❤️...,BBC News,2017-07-27,336,36,8,2017,bbcenvironment supermarkets use too much plastic packaging,bbcenvironment supermarkets use too much plastic packaging,"['bbcenviron', 'supermarket', 'use', 'much', 'plastic', 'packag']"
comment_276,The plastic industry is destroying our environment #climatechange,Guardian ,2021-05-21,137,17,8,2021,the plastic industry is destroying our environment climatechange,the plastic industry is destroying our environment climatechange,"['plastic', 'industri', 'destroy', 'environ', 'climatechang']"
comment_277,Companies using recycled PLASTIC deserve support,Mail Online,2017-01-19,27,21,6,2017,companies using recycled plastic deserve support,companies using recycled plastic deserve support,"['compani', 'use', 'recycl', 'plastic', 'deserv', 'support']"
comment_278,Seeing plastic waste in nature is heartbreaking #plasticpollution?!,Guardian ,2020-11-12,51,57,8,2020,seeing plastic waste in nature is heartbreaking plasticpollution,seeing plastic waste in nature is heartbreaking plasticpollution,"['see', 'plastic', 'wast', 'natur', 'heartbreak', 'plasticpollut']"
comment_279,Plastic POLLUTION costs billions in cleanup https://bit.ly/3plasticfacts,Guardian ,2023-04-16,254,112,7,2023,plastic pollution costs billions in cleanup bit ly plasticfacts,plastic pollution costs billions in cleanup bit ly plasticfacts,"['plastic', 'pollut', 'cost', 'billion', 'cleanup', 'bit', 'plasticfact']"
comment_280,International cooperation needed FOR plastic crisis...,BBC News,2018-12-31,93,66,6,2018,international cooperation needed for plastic crisis,international cooperation needed for plastic crisis,"['intern', 'cooper', 'need', 'plastic', 'crisi']"
comment_281,Innovative materials can replace plastic #savetehoceans!!!,Mail Online,2023-03-21,328,6,6,2023,innovative materials can replace plastic savetehoceans,innovative materials can replace plastic savetehoceans,"['innov', 'materi', 'replac', 'plastic', 'savetehocean']"
comment_282,Plastic pollution affects everyone globally 👎 https://bit.ly/3plasticfacts,Mail Online,2023-03-06,195,10,7,2023,plastic pollution affects everyone globally bit ly plasticfacts,plastic pollution affects everyone globally bit ly plasticfacts,"['plastic', 'pollut', 'affect', 'everyon', 'global', 'bit', 'plasticfact']"
comment_283,@DavidAttenborough Plastic pollution costs billions in cleanup #sustainability,Guardian ,2022-12-19,314,56,8,2022,davidattenborough plastic pollution costs billions in cleanup sustainability,davidattenborough plastic pollution costs billions in cleanup sustainability,"['davidattenborough', 'plastic', 'pollut', 'cost', 'billion', 'cleanup', 'sustain']"
comment_284,We must find balance between convenience and environment 🔥?!,BBC News,2018-11-14,50,55,9,2018,we must find balance between convenience and environment,we must find balance between convenience and environment,"['must', 'find', 'balanc', 'conveni', 'environ']"
comment_285,Great to see BIODEGRADABLE alternatives becoming available?!,Mail Online,2017-11-20,140,131,7,2017,great to see biodegradable alternatives becoming available,great to see biodegradable alternatives becoming available,"['great', 'see', 'biodegrad', 'altern', 'becom', 'avail']"
comment_286,Innovations IN recycling technology give hope 😊!?,Mail Online,2022-01-20,64,41,7,2022,innovations in recycling technology give hope,innovations in recycling technology give hope,"['innov', 'recycl', 'technolog', 'give', 'hope']"
comment_287,@GreenPeace Plastic pollution affects everyone globally...,Guardian ,2022-11-30,44,113,6,2022,greenpeace plastic pollution affects everyone globally,greenpeace plastic pollution affects everyone globally,"['greenpeac', 'plastic', 'pollut', 'affect', 'everyon', 'global']"
comment_288,Local recyling programs vary too much 🐠 #savetheoceans,BBC News,2021-09-03,173,107,8,2021,local recyling programs vary too much savetheoceans,local recycling programs vary too much savetheoceans,"['local', 'recycl', 'program', 'vari', 'much', 'savetheocean']"
comment_289,Marine animals suffer the most from plastic,Guardian ,2023-07-02,299,18,7,2023,marine animals suffer the most from plastic,marine animals suffer the most from plastic,"['marin', 'anim', 'suffer', 'plastic']"
comment_290,International cooperation NEEDED for plastic crisis #ecofriendly,BBC News,2018-08-11,35,47,7,2018,international cooperation needed for plastic crisis ecofriendly,international cooperation needed for plastic crisis ecofriendly,"['intern', 'cooper', 'need', 'plastic', 'crisi', 'ecofriendli']"
comment_291,Plastic problem requires global solution 💩,Mail Online,2020-11-25,1,21,6,2020,plastic problem requires global solution,plastic problem requires global solution,"['plastic', 'problem', 'requir', 'global', 'solut']"
comment_292,Young activists are leading the movement http://www.greenpeace.org/plastik...,Mail Online,2019-01-16,25,141,7,2019,young activists are leading the movement http www greenpeace org plastik,young activists are leading the movement http www greenpeace org plastic,"['young', 'activist', 'lead', 'movement', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_293,@DavidAttenborough I SWITCHED to reusable bags and bottles 😊,BBC News,2017-07-19,76,48,9,2017,davidattenborough i switched to reusable bags and bottles,davidattenborough i switched to reusable bags and bottles,"['davidattenborough', 'switch', 'reusabl', 'bag', 'bottl']"
comment_294,@BBCEnvironment Corporate responsibility FOR plastic is important?!,BBC News,2022-11-24,58,27,7,2022,bbcenvironment corporate responsibility for plastic is important,bbcenvironment corporate responsibility for plastic is important,"['bbcenviron', 'corpor', 'respons', 'plastic', 'import']"
comment_295,The new plastic tax is a good step forward http://www.greenpeace.org/plastic...,Mail Online,2023-10-15,77,133,10,2023,the new plastic tax is a good step forward http www greenpeace org plastic,the new plastic tax is a good step forward http www greenpeace org plastic,"['new', 'plastic', 'tax', 'good', 'step', 'forward', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_296,We need better solutions FOR plastic waste management?!,BBC News,2020-05-08,227,15,8,2020,we need better solutions for plastic waste management,we need better solutions for plastic waste management,"['need', 'better', 'solut', 'plastic', 'wast', 'manag']"
comment_297,Recycling is not working most plastic never gets recycled,BBC News,2019-02-13,315,96,9,2019,recycling is not working most plastic never gets recycled,recycling is not working most plastic never gets recycled,"['recycl', 'work', 'plastic', 'never', 'get', 'recycl']"
comment_298,Plastic packaging for FOOD is often unnecessary 😂,Guardian ,2022-02-21,211,74,8,2022,plastic packaging for food is often unnecessary,plastic packaging for food is often unnecessary,"['plastic', 'packag', 'food', 'often', 'unnecessari']"
comment_299,I switched to reusable bags and bottles,Mail Online,2022-11-10,132,80,7,2022,i switched to reusable bags and bottles,i switched to reusable bags and bottles,"['switch', 'reusabl', 'bag', 'bottl']"
comment_300,Everyone has responsibility to reduce plastic!!!,Guardian ,2022-12-31,166,72,6,2022,everyone has responsibility to reduce plastic,everyone has responsibility to reduce plastic,"['everyon', 'respons', 'reduc', 'plastic']"
comment_301,@GreenPeace The plastic industry is destroying our enviroment #sustainability https://bit.ly/3plasticfacts,Mail Online,2023-09-27,311,4,10,2023,greenpeace the plastic industry is destroying our enviroment sustainability bit ly plasticfacts,greenpeace the plastic industry is destroying our environment sustainability bit ly plasticfacts,"['greenpeac', 'plastic', 'industri', 'destroy', 'environ', 'sustain', 'bit', 'plasticfact']"
comment_302,@BBCEnvironment Plastic problem requires global solution 🌍!!!,BBC News,2019-04-23,275,98,7,2019,bbcenvironment plastic problem requires global solution,bbcenvironment plastic problem requires global solution,"['bbcenviron', 'plastic', 'problem', 'requir', 'global', 'solut']"
comment_303,Many countries have banned single-use plastic BAGS,BBC News,2021-07-02,287,43,7,2021,many countries have banned single use plastic bags,many countries have banned single use plastic bags,"['mani', 'countri', 'ban', 'singl', 'use', 'plastic', 'bag']"
comment_304,@BBCEnvironment PLASTIC pollution costs billions in cleanup?!,Mail Online,2019-05-24,185,49,7,2019,bbcenvironment plastic pollution costs billions in cleanup,bbcenvironment plastic pollution costs billions in cleanup,"['bbcenviron', 'plastic', 'pollut', 'cost', 'billion', 'cleanup']"
comment_305,Recycling is not working most plastik never gets recycled #ecofriendly??,BBC News,2020-04-09,150,75,10,2020,recycling is not working most plastik never gets recycled ecofriendly,recycling is not working most plastic never gets recycled ecofriendly,"['recycl', 'work', 'plastic', 'never', 'get', 'recycl', 'ecofriendli']"
comment_306,@UNEnvironment Many countries have banned single-use plastic BAGS 🤔 #environment??,Guardian ,2018-09-18,217,130,10,2018,unenvironment many countries have banned single use plastic bags environment,unenvironment many countries have banned single use plastic bags environment,"['unenviron', 'mani', 'countri', 'ban', 'singl', 'use', 'plastic', 'bag', 'environ']"
comment_307,Public awareness is increasing which is good,Guardian ,2019-02-06,105,99,7,2019,public awareness is increasing which is good,public awareness is increasing which is good,"['public', 'awar', 'increas', 'good']"
comment_308,@DavidAttenborough WE need circular economy approaches for plastic,Guardian ,2017-04-06,308,140,8,2017,davidattenborough we need circular economy approaches for plastic,davidattenborough we need circular economy approaches for plastic,"['davidattenborough', 'need', 'circular', 'economi', 'approach', 'plastic']"
comment_309,@UNEnvironment Microplastics are in our food and water this is terrifying ❤️,BBC News,2021-05-02,1,38,12,2021,unenvironment microplastics are in our food and water this is terrifying,unenvironment microplastics are in our food and water this is terrifying,"['unenviron', 'microplast', 'food', 'water', 'terrifi']"
comment_310,Government policies need to be stronger,Mail Online,2023-12-10,228,27,6,2023,government policies need to be stronger,government policies need to be stronger,"['govern', 'polici', 'need', 'stronger']"
comment_311,Local recycling programs vary too much 🐠 #ecofriendly,Mail Online,2020-07-24,172,129,8,2020,local recycling programs vary too much ecofriendly,local recycling programs vary too much ecofriendly,"['local', 'recycl', 'program', 'vari', 'much', 'ecofriendli']"
comment_312,Plastic waste in rivers flows to oceans??,Guardian ,2019-03-23,37,91,7,2019,plastic waste in rivers flows to oceans,plastic waste in rivers flows to oceans,"['plastic', 'wast', 'river', 'flow', 'ocean']"
comment_313,Microplastics are in our food and water this is terrifying?!,Mail Online,2021-08-21,143,132,10,2021,microplastics are in our food and water this is terrifying,microplastics are in our food and water this is terrifying,"['microplast', 'food', 'water', 'terrifi']"
comment_314,Plastic waste exports to other countries wrong #plastikpollution,Mail Online,2022-07-21,126,90,8,2022,plastic waste exports to other countries wrong plastikpollution,plastic waste exports to other countries wrong plastikpollution,"['plastic', 'wast', 'export', 'countri', 'wrong', 'plastikpollut']"
comment_315,@GreenPeace Reusable products are the future #zerowaste,Guardian ,2018-09-04,308,107,7,2018,greenpeace reusable products are the future zerowaste,greenpeace reusable products are the future zerowaste,"['greenpeac', 'reusabl', 'product', 'futur', 'zerowast']"
comment_316,Plastic awareness campaigns are effective 😊 http://www.greenpeace.org/plastic...,Mail Online,2017-03-27,98,86,7,2017,plastic awareness campaigns are effective http www greenpeace org plastic,plastic awareness campaigns are effective http www greenpeace org plastic,"['plastic', 'awar', 'campaign', 'effect', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_317,Plastic pollution is preventable with EFFORT 🚮,Mail Online,2022-12-28,214,114,7,2022,plastic pollution is preventable with effort,plastic pollution is preventable with effort,"['plastic', 'pollut', 'prevent', 'effort']"
comment_318,@GreenPeace Recycling is not working most plastic never gets recycled #recycling,BBC News,2017-05-18,122,60,11,2017,greenpeace recycling is not working most plastic never gets recycled recycling,greenpeace recycling is not working most plastic never gets recycled recycling,"['greenpeac', 'recycl', 'work', 'plastic', 'never', 'get', 'recycl', 'recycl']"
comment_319,I reduced my plastic consumption significantly...,Mail Online,2017-04-10,117,135,6,2017,i reduced my plastic consumption significantly,i reduced my plastic consumption significantly,"['reduc', 'plastic', 'consumpt', 'significantli']"
comment_320,Plastic in fashion is a growing problem 🔥 #sustainability!?,BBC News,2017-05-23,251,38,9,2017,plastic in fashion is a growing problem sustainability,plastic in fashion is a growing problem sustainability,"['plastic', 'fashion', 'grow', 'problem', 'sustain']"
comment_321,@BBCENVIRONMENT We need better solutions for plastic waste management!!!,Mail Online,2022-03-27,267,114,9,2022,bbcenvironment we need better solutions for plastic waste management,bbcenvironment we need better solutions for plastic waste management,"['bbcenviron', 'need', 'better', 'solut', 'plastic', 'wast', 'manag']"
comment_322,We need better solutions for plastic waste management 🌍 #ecofriendly!!!,Mail Online,2020-11-23,156,88,10,2020,we need better solutions for plastic waste management ecofriendly,we need better solutions for plastic waste management ecofriendly,"['need', 'better', 'solut', 'plastic', 'wast', 'manag', 'ecofriendli']"
comment_323,The Great Pacific Garbage Patch is mostly plastic,BBC News,2019-11-13,315,96,8,2019,the great pacific garbage patch is mostly plastic,the great pacific garbage patch is mostly plastic,"['great', 'pacif', 'garbag', 'patch', 'mostli', 'plastic']"
comment_324,Plastic in fashion is A growing problem,Guardian ,2019-07-27,139,23,7,2019,plastic in fashion is a growing problem,plastic in fashion is a growing problem,"['plastic', 'fashion', 'grow', 'problem']"
comment_325,Marine animals suffer the most from plastic 💩...,Mail Online,2023-10-29,302,21,8,2023,marine animals suffer the most from plastic,marine animals suffer the most from plastic,"['marin', 'anim', 'suffer', 'plastic']"
comment_326,@BBCEnvironment Innovative materials can replace plastik 😊 #plastikpollution,BBC News,2020-06-23,204,40,8,2020,bbcenvironment innovative materials can replace plastik plastikpollution,bbcenvironment innovative materials can replace plastic plastikpollution,"['bbcenviron', 'innov', 'materi', 'replac', 'plastic', 'plastikpollut']"
comment_327,Innovative materials can REPLACE plastic,Guardian ,2018-09-13,181,130,5,2018,innovative materials can replace plastic,innovative materials can replace plastic,"['innov', 'materi', 'replac', 'plastic']"
comment_328,Biodegradable plastics are not perfect but better 👍 HTTPS://BIT.LY/3PLASTICFACTS,Mail Online,2020-02-21,305,115,9,2020,biodegradable plastics are not perfect but better https bit ly plasticfacts,biodegradable plastics are not perfect but better https bit ly plasticfacts,"['biodegrad', 'plastic', 'perfect', 'better', 'http', 'bit', 'plasticfact']"
comment_329,Plastic waste in rivers flows to oceans 💩,Guardian ,2019-02-05,178,32,8,2019,plastic waste in rivers flows to oceans,plastic waste in rivers flows to oceans,"['plastic', 'wast', 'river', 'flow', 'ocean']"
comment_330,Plastic bottles take hundreds of years to decompose,Guardian ,2023-07-16,288,102,8,2023,plastic bottles take hundreds of years to decompose,plastic bottles take hundreds of years to decompose,"['plastic', 'bottl', 'take', 'hundr', 'year', 'decompos']"
comment_331,I switched to reusable bags AND bottles,BBC News,2023-08-03,268,138,7,2023,i switched to reusable bags and bottles,i switched to reusable bags and bottles,"['switch', 'reusabl', 'bag', 'bottl']"
comment_332,Education about plastic waste is crucial 🔥 #sustainability??,Mail Online,2021-02-26,311,9,8,2021,education about plastic waste is crucial sustainability,education about plastic waste is crucial sustainability,"['educ', 'plastic', 'wast', 'crucial', 'sustain']"
comment_333,PLASTIC awareness campaigns are effective #climatechange,BBC News,2020-05-20,10,85,6,2020,plastic awareness campaigns are effective climatechange,plastic awareness campaigns are effective climatechange,"['plastic', 'awar', 'campaign', 'effect', 'climatechang']"
comment_334,@UNEnvironment Companies using recycled plastic deserve support,Mail Online,2018-07-26,143,124,7,2018,unenvironment companies using recycled plastic deserve support,unenvironment companies using recycled plastic deserve support,"['unenviron', 'compani', 'use', 'recycl', 'plastic', 'deserv', 'support']"
comment_335,@BBCEnvironment More research needed on plastik alternatives #savetheoceans,Mail Online,2018-09-12,211,132,8,2018,bbcenvironment more research needed on plastik alternatives savetheoceans,bbcenvironment more research needed on plastic alternatives savetheoceans,"['bbcenviron', 'research', 'need', 'plastic', 'altern', 'savetheocean']"
comment_336,@DavidAttenborough More research needed on plastic alternatives 😡 #environment,Mail Online,2018-04-06,54,24,9,2018,davidattenborough more research needed on plastic alternatives environment,davidattenborough more research needed on plastic alternatives environment,"['davidattenborough', 'research', 'need', 'plastic', 'altern', 'environ']"
comment_337,Plastic pollution costs billions in cleanup #CLIMATECHANGE,Guardian ,2023-04-14,299,16,7,2023,plastic pollution costs billions in cleanup climatechange,plastic pollution costs billions in cleanup climatechange,"['plastic', 'pollut', 'cost', 'billion', 'cleanup', 'climatechang']"
comment_338,Single-use plastic should be banned completely https://bit.ly/3plasticfacts?!,Guardian ,2019-09-20,243,140,7,2019,single use plastic should be banned completely bit ly plasticfacts,single use plastic should be banned completely bit ly plasticfacts,"['singl', 'use', 'plastic', 'ban', 'complet', 'bit', 'plasticfact']"
comment_339,Waste management systems need improvement 😂 #zerowaste http://www.greenpeace.org/plastic!!!,Guardian ,2023-03-15,195,27,8,2023,waste management systems need improvement zerowaste http www greenpeace org plastic,waste management systems need improvement zerowaste http www greenpeace org plastic,"['wast', 'manag', 'system', 'need', 'improv', 'zerowast', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_340,We need circular economy approaches for plastic 👎...,Mail Online,2020-12-05,37,117,8,2020,we need circular economy approaches for plastic,we need circular economy approaches for plastic,"['need', 'circular', 'economi', 'approach', 'plastic']"
comment_341,I reduced my plastic consumption significantly 😢,Guardian ,2019-11-03,80,82,7,2019,i reduced my plastic consumption significantly,i reduced my plastic consumption significantly,"['reduc', 'plastic', 'consumpt', 'significantli']"
comment_342,Innovations in RECYCLING technology give hope!!!,Mail Online,2018-12-04,195,76,6,2018,innovations in recycling technology give hope,innovations in recycling technology give hope,"['innov', 'recycl', 'technolog', 'give', 'hope']"
comment_343,Seeing plastic waste in nature is heartbreaking,BBC News,2021-09-09,167,105,7,2021,seeing plastic waste in nature is heartbreaking,seeing plastic waste in nature is heartbreaking,"['see', 'plastic', 'wast', 'natur', 'heartbreak']"
comment_344,Innovative materials can replace plastic 🔥,Mail Online,2022-10-11,36,97,6,2022,innovative materials can replace plastic,innovative materials can replace plastic,"['innov', 'materi', 'replac', 'plastic']"
comment_345,Plastic in fashion is a growing problem #zerowaste http://www.greenpeace.org/plastic,Mail Online,2022-08-25,177,15,9,2022,plastic in fashion is a growing problem zerowaste http www greenpeace org plastic,plastic in fashion is a growing problem zerowaste http www greenpeace org plastic,"['plastic', 'fashion', 'grow', 'problem', 'zerowast', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_346,Plastic problem requires global solution #environment,BBC News,2021-05-20,252,69,6,2021,plastic problem requires global solution environment,plastic problem requires global solution environment,"['plastic', 'problem', 'requir', 'global', 'solut', 'environ']"
comment_347,Many countries have banned single-use plastic bags 😂 https://bit.ly/3plasticfacts,Guardian ,2020-12-08,1,103,9,2020,many countries have banned single use plastic bags bit ly plasticfacts,many countries have banned single use plastic bags bit ly plasticfacts,"['mani', 'countri', 'ban', 'singl', 'use', 'plastic', 'bag', 'bit', 'plasticfact']"
comment_348,@BBCEnvironment Plastic waste exports to other countries wrong,Guardian ,2023-09-23,120,21,8,2023,bbcenvironment plastic waste exports to other countries wrong,bbcenvironment plastic waste exports to other countries wrong,"['bbcenviron', 'plastic', 'wast', 'export', 'countri', 'wrong']"
comment_349,@BBCEnvironment I switched to reusable bags and bottles 💩,Guardian ,2023-04-03,345,36,9,2023,bbcenvironment i switched to reusable bags and bottles,bbcenvironment i switched to reusable bags and bottles,"['bbcenviron', 'switch', 'reusabl', 'bag', 'bottl']"
comment_350,Innovations in recycling technology give hope http://www.greenpeace.org/plastic??,Guardian ,2017-02-20,284,6,7,2017,innovations in recycling technology give hope http www greenpeace org plastic,innovations in recycling technology give hope http www greenpeace org plastic,"['innov', 'recycl', 'technolog', 'give', 'hope', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_351,Plastic production should be regulated strictly,BBC News,2020-08-05,111,130,6,2020,plastic production should be regulated strictly,plastic production should be regulated strictly,"['plastic', 'product', 'regul', 'strictli']"
comment_352,We need better solutions for plastic waste management,BBC News,2023-08-08,245,91,8,2023,we need better solutions for plastic waste management,we need better solutions for plastic waste management,"['need', 'better', 'solut', 'plastic', 'wast', 'manag']"
comment_353,Supermarkets use too much plastic packaging,Guardian ,2021-03-08,75,76,6,2021,supermarkets use too much plastic packaging,supermarkets use too much plastic packaging,"['supermarket', 'use', 'much', 'plastic', 'packag']"
comment_354,Everyone has responsibility to reduce plastic...,Mail Online,2020-02-22,69,89,6,2020,everyone has responsibility to reduce plastic,everyone has responsibility to reduce plastic,"['everyon', 'respons', 'reduc', 'plastic']"
comment_355,Plastic pollution affects everyone globally,Guardian ,2023-10-23,68,61,5,2023,plastic pollution affects everyone globally,plastic pollution affects everyone globally,"['plastic', 'pollut', 'affect', 'everyon', 'global']"
